"DISTRITO","REGIMEN","PROVINCIA","CODIGO.AMIE","INSTITUCION","BAJO.MATRICULA.USD","BAJO.PENSION.USD","X36MESES.MATRICULA.USD","X36.MESES.PENSION.USD","INICIAL.MATRICULA.USD","INICIAL.PENSION.USD","BASICA.MATRICULA.USD","BASICA.PENSION.USD","BASICASUP.MATRICULA.USD","BASICASUP.PENSION.USD","BACH.MATRICULA.USD","BACH.PENSION.USD"
"09D06","COSTA","GUAYAS","09H01411","ABRAHAN CHANCAY MANRIQUE",0,0,0,0,22.69,36.3,21.18,33.88,0,0,0,0
"09D06","COSTA","GUAYAS","09H01420","UNIDAD EDUCATIVA FISCOMISIONAL SAN BENILDO LA SALLE",0,0,0,0,35.18,56.29,35.18,56.29,0,0,0,0
"09D06","COSTA","GUAYAS","09H01429","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR SENDERO DE LUZ",0,0,0,0,25.62,40.99,25.62,40.99,25.62,40.99,0,0
"09D06","COSTA","GUAYAS","09H01429","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR SENDERO DE LUZ (PARA TODOS LOS ESTUDIANTES NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,26.81,42.9,26.81,42.9,26.81,42.9,0,0
"09D06","COSTA","GUAYAS","09H01431","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR JUAN SEBASTIAN BACH",0,0,0,0,0,0,26.76,42.82,0,0,0,0
"09D06","COSTA","GUAYAS","09H01434","INDOALEMAN",0,0,0,0,73.58,117.73,73.58,117.73,78.08,124.93,0,0
"09D06","COSTA","GUAYAS","09H01437","UNIDAD EDUCATIVA PARTICULAR PEDRO MONCAYO ESPARZA",0,0,0,0,0,0,0,0,33.65,53.83,33.65,53.83
"09D06","COSTA","GUAYAS","09H01527","UNIDAD EDUCATIVA PARTICULAR DR AGUSTIN CUEVA TAMARIZ",0,0,0,0,34.65,55.44,34.65,55.44,34.65,55.44,34.65,55.44
"09D06","COSTA","GUAYAS","09H01553","ESCUELA DE EDUCACIÓN BÁSICA COLINAS DE LA FLORIDA",0,0,0,0,32.97,52.75,32.97,52.75,0,0,0,0
"09D06","COSTA","GUAYAS","09H01553","ESCUELA DE EDUCACIÓN BÁSICA COLINAS DE LA FLORIDA (PARA TODOS LOS ESTUDIANTES NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,32.97,52.75,32.97,52.75,0,0,0,0
"09D06","COSTA","GUAYAS","09H01562","SANDALO",0,0,0,0,28.12,45,28.12,45,0,0,0,0
"09D06","COSTA","GUAYAS","09H01565","ESCUELA DE EDUCACIÓN BÁSICA EDUCACIÓN Y VERDAD",0,0,0,0,31.28,50.04,31.28,50.04,0,0,0,0
"09D06","COSTA","GUAYAS","09H01565","ESCUELA DE EDUCACIÓN BÁSICA EDUCACIÓN Y VERDAD (PARA TODOS LOS ESTUDIANTES NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,40.67,65.06,40.67,65.06,0,0,0,0
"09D06","COSTA","GUAYAS","09H01570","ESCUELAD DE EDUCACIÓN BÁSICA ALFAY OMEGA",0,0,0,0,19.12,30.59,19.12,30.59,0,0,0,0
"09D06","COSTA","GUAYAS","09H01655","UNIDAD EDUCATIVA PARTICULAR MAYOR HORACIO ZURITA BAYAS",0,0,0,0,26.27,42.03,26.74,42.78,26.74,42.78,30.02,48.04
"09D06","COSTA","GUAYAS","09H01663","UNIDAD EDUCATIVA ANDRES BELLO LOPEZ",0,0,0,0,104.16,166.65,119.04,190.47,119.04,190.47,128.96,206.33
"09D06","COSTA","GUAYAS","09H01728","ESCUELA DE EDUCACIÓN BÁSICA MARÍA MONTESSORI",0,0,0,0,0,0,21.9,35.04,0,0,0,0
"09D06","COSTA","GUAYAS","09H01728","ESCUELA DE EDUCACIÓN BÁSICA MARÍA MONTESSORI (PARA TODOS LOS ESTUDIANTES NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,0,0,24.46,39.14,0,0,0,0
"09D06","COSTA","GUAYAS","09H01826","ACADEMIA NAVAL ALMIRANTE ILLINGWORTH (PARA TODOS LOS ESTUDIANTES NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,104.5,167.21,104.5,167.21,0,0,0,0
"09D06","COSTA","GUAYAS","09H01840","ACADEMIA NAVAL ALMIRANTE ILLINGWORTH (PARA TODOS LOS ESTUDIANTES NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,0,0,0,0,114.98,183.97,0,0
"09D06","COSTA","GUAYAS","09H01846","OSITO CARIÑOSO",0,0,0,0,38.7,61.92,38.7,61.92,0,0,0,0
"09D06","COSTA","GUAYAS","09H01869","ESCUELA DE EDUCACIÓN BÁSICA 12 DE ABRIL",0,0,0,0,31.28,50.04,31.28,50.04,0,0,0,0
"09D06","COSTA","GUAYAS","09H01869","ESCUELA DE EDUCACIÓN BÁSICA 12 DE ABRIL(PARA TODOS LOS ESTUDIANTES NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,37.63,60.21,37.63,60.21,0,0,0,0
"09D06","COSTA","GUAYAS","09H01898","MATILDE HIDALGO DE PROCEL",0,0,0,0,42.88,68.61,42.88,68.61,0,0,0,0
"09D06","COSTA","GUAYAS","09H05247","UNIDAD EDUCATIVA DE LA ASUNCION",0,0,0,0,118.21,189.13,118.21,189.13,132.98,212.77,132.98,212.77
"09D06","COSTA","GUAYAS","09H05263","ESCUELA ANGEL CALDERÓN LUCES",0,0,0,0,45.16,72.26,45.16,72.26,45.16,72.26,0,0
"09D06","COSTA","GUAYAS","09H05264","UNIDAD EDUCATIVA AMERICANO DE GUAYAQUIL",0,0,0,0,284.16,454.65,309.09,494.55,339.01,542.41,339.01,542.41
"09D06","COSTA","GUAYAS","09H05275","ESCUELA DE EDUCACIÓN BÁSICA EL PORTON DE LOS ANGELES",0,0,0,0,22.94,36.71,22.94,36.71,0,0,0,0
"09D06","COSTA","GUAYAS","09H05318","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR DR EUGENIO ESPEJO",0,0,0,0,30.25,48.4,30.25,48.4,0,0,0,0
"09D06","COSTA","GUAYAS","09H05336","CENTRO DE EDUCACIÓN INICAL ARCO IRIS DEL SABER ABC",0,0,0,0,27,43.2,0,0,0,0,0,0
"09D06","COSTA","GUAYAS","09H05366","UNIDAD EDUCATIVA MARISCAL SUCRE",0,0,0,0,127.44,203.9,177.58,284.12,177.58,284.12,182.79,292.47
"09D06","COSTA","GUAYAS","09H05369","UNIDAD EDUCATIVA DELFOS",0,0,0,0,118.06,188.9,128.07,204.91,128.07,204.91,140.07,224.11
"09D06","COSTA","GUAYAS","09H05484","CENTRO DE EDUCACIÓN INICIAL FANTASIAS INFANTILES",0,0,43.88,70.2,43.88,70.2,0,0,0,0,0,0
"09D06","COSTA","GUAYAS","09H05647","UNIDAD EDUCATIVA FUTUROS NAVEGANTES",0,0,0,0,40.1,64.15,40.1,64.15,40.1,64.15,40.1,64.15
"09D06","COSTA","GUAYAS","09H05787","AÑORANZA DEL MAÑANA",0,0,0,0,17.5,28,17.5,28,0,0,0,0
"09D06","COSTA","GUAYAS","09H05965","UNIDAD EDUCATIVA PCEI GENERAL ANTONIO JOSÉ DE SUCRE",0,0,0,0,0,0,0,0,13.44,21.5,13.44,21.5
"09D06","COSTA","GUAYAS","09H06047","MONILANDIA",0,0,56.25,90,48.12,77,27.5,44,0,0,0,0
"09D06","COSTA","GUAYAS","09H06220","CEI JEAN PIAGET",0,0,140.25,187,116.88,187,0,0,0,0,0,0
"09D06","COSTA","GUAYAS","09H06637","CDI HUELLAS",0,0,158.81,211.75,132.34,211.75,0,0,0,0,0,0
"09D06","COSTA","GUAYAS","09H06648","PROVINCIA DE MANABI",0,0,0,0,30.94,49.5,30.94,49.5,0,0,0,0
"09D07","COSTA","GUAYAS","09H00641","ESCUELA ADVENTISTA MIGUEL DE CERVANTES",0,0,34.01,54.41,34.01,54.41,34.01,54.41,0,0,0,0
"09D07","COSTA","GUAYAS","09H00750","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR LATINOAMERICANA",0,0,0,0,23.21,37.14,23.21,37.14,0,0,0,0
"09D07","COSTA","GUAYAS","09H00757","ESCUELA DE EDUCACIÓN BÁSICA BARTOLOME SALOM",0,0,0,0,12.99,20.79,12.99,20.79,0,0,0,0
"09D07","COSTA","GUAYAS","09H00758","ESCUELA DE EDUCACIÓN BÁSICA GUSTAVO LEMOS RAMIREZ",0,0,0,0,37.12,59.4,37.12,59.4,0,0,0,0
"09D07","COSTA","GUAYAS","09H00803","UNIDAD EDUCATIVA JOSÉ MARÍA URBINA",0,0,0,0,19.81,31.7,19.81,31.7,19.81,31.7,19.81,31.7
"09D07","COSTA","GUAYAS","09H00847","ESCUELA DE EDUCACIÓN BÁSICA CARLOS RUBIRA INFANTE",0,0,0,0,30.25,48.4,30.25,48.4,0,0,0,0
"09D07","COSTA","GUAYAS","09H00851","ESCUELA DE EDUCAC ION BÁSICA PARTICULAR EJERCITO DE JESUCRISTO",0,0,0,0,10.31,16.5,10.31,16.5,10.31,16.5,0,0
"09D07","COSTA","GUAYAS","09H00859","UNIDAD EDUCATIVA PARTICULAR BENEMERITA SOCIEDAD FILANTROPICA DEL GUAYAS",0,0,0,0,0,0,38.39,61.42,38.39,61.42,42.22,67.56
"09D07","COSTA","GUAYAS","09H00880","CENTRO DE EDUCACIÓN INICIAL PARTICULAR MADRE TERESA DE CALCUTA",0,0,0,0,12.1,19.36,0,0,0,0,0,0
"09D07","COSTA","GUAYAS","09H00882","ESCUELA PARTICULAR CLEMENTE YEROVI INDABURU",0,0,0,0,0,0,30.94,49.5,0,0,0,0
"09D07","COSTA","GUAYAS","09H00910","CIUDAD DE PEDREGUER",0,0,0,0,15.59,24.95,15.59,24.95,15.59,24.95,21.66,34.65
"09D07","COSTA","GUAYAS","09H00930","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR 9 DE OCTUBRE DE 1820",0,0,0,0,0,0,21.46,34.33,21.46,34.33,0,0
"09D07","COSTA","GUAYAS","09H00948","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR MUNDIAL",0,0,0,0,51.86,82.98,51.86,82.98,56.15,89.84,0,0
"09D07","COSTA","GUAYAS","09H00948","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR MUNDIAL (PARA TODOS LOS ESTUDIANTES NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,56.16,89.84,56.16,89.84,0,0,0,0
"09D07","COSTA","GUAYAS","09H00949","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR NUESTRA SENORA DE MONTEBELLO",0,0,0,0,0,0,34.04,54.46,0,0,0,0
"09D07","COSTA","GUAYAS","09H00960","ESCUELA DE EDUCACIÓN BÁSICA COMPLETA PARTICULAR EDUMUNDO",0,0,0,0,17.69,28.3,17.69,28.3,17.69,28.3,0,0
"09D07","COSTA","GUAYAS","09H01474","UNIDAD EDUCATIVA PARTICULAR 10 DE AGOSTO",0,0,0,0,26.97,43.15,27.94,44.7,27.94,44.7,27.94,44.7
"09D07","COSTA","GUAYAS","09H01526","UNIDAD EDUCATIVA PAULO FREIRE",0,0,0,0,44.74,71.59,46.43,74.29,46.43,74.29,0,0
"09D07","COSTA","GUAYAS","09H01531","ESCUELA DE EDUCACIÓN BÁSICA INTI RAYMI",0,0,0,0,28.91,46.25,28.91,46.25,0,0,0,0
"09D07","COSTA","GUAYAS","09H01533","MIGUEL ANGEL LEÓN PONTON",0,0,0,0,17.15,27.44,17.15,27.44,0,0,0,0
"09D07","COSTA","GUAYAS","09H01533","MIGUEL ANGEL LEÓN PONTON (PARA TODOS LOS ESTUDIANTES NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,19.51,31.23,19.51,31.23,0,0,0,0
"09D07","COSTA","GUAYAS","09H01539","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR LIDERES DEL NUEVO AMANECER",0,0,0,0,0,0,14.03,22.45,0,0,0,0
"09D07","COSTA","GUAYAS","09H01546","DRA MARÍA MONTESSORI",0,0,0,0,0,0,18.1,28.96,18.06,28.9,0,0
"09D07","COSTA","GUAYAS","09H01547","UNIDAD EDUCATIVA PARTICULAR GRAL.GEORGE SMITH PATTON",0,0,0,0,39.22,62.74,43.45,69.52,43.45,69.52,45.57,72.92
"09D07","COSTA","GUAYAS","09H01547","UNIDAD EDUCATIVA PARTICULAR GRAL.GEORGE SMITH PATTON (PARA TODOS LOS ESTUDIANTES NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,39.5,63.21,43.74,69.97,43.74,69.97,45.86,73.38
"09D07","COSTA","GUAYAS","09H01552","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR 25 DE JULIO DE 1938",0,0,0,0,13.36,21.38,13.36,21.38,0,0,0,0
"09D07","COSTA","GUAYAS","09H01555","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR PROF CARLOS ORDOÑEZ GOETTA",0,0,0,0,0,0,20.21,32.34,0,0,0,0
"09D07","COSTA","GUAYAS","09H01563","UNIDAD EDUCATIVA PARTICULAR BARTOLOME GARELLI",0,0,0,0,26.37,42.2,26.37,42.2,26.37,42.2,26.37,42.2
"09D07","COSTA","GUAYAS","09H01572","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR CAPITAN ABDON CALDERÓN",0,0,0,0,17.31,27.69,17.31,27.69,0,0,0,0
"09D07","COSTA","GUAYAS","09H01581","ESCUELA MARQUEZ DE SELVA ALEGRE",0,0,0,0,17.73,28.37,17.73,28.37,0,0,0,0
"09D07","COSTA","GUAYAS","09H01581","ESCUELA MARQUEZ DE SELVA ALEGRE (PARA TODOS LOS ESTUDIANTES NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,0,0,17.8,28.48,0,0,0,0
"09D07","COSTA","GUAYAS","09H01606","ESCUELA DE EDUCACIÓN BÁSICA NARCISA DE JESÚS",0,0,0,0,0,0,9.39,15.02,0,0,0,0
"09D07","COSTA","GUAYAS","09H01612","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR 31 DE OCTUBRE",0,0,0,0,0,0,15.48,24.76,15.48,24.76,0,0
"09D07","COSTA","GUAYAS","09H01619","GENERAL M EDELMAN",0,0,0,0,12.5,20,12.5,20,12.5,20,12.5,20
"09D07","COSTA","GUAYAS","09H01628","DR JOHN DEWEY",0,0,0,0,12.65,20.24,12.65,20.24,12.65,20.24,0,0
"09D07","COSTA","GUAYAS","09H01628","DR JOHN DEWEY",0,0,0,0,12.65,20.24,12.65,20.24,12.65,20.24,0,0
"09D07","COSTA","GUAYAS","09H01629","COLEGIO PARTICULAR JULIO AGUAYO MOREIRA",0,0,0,0,0,0,0,0,15.12,24.2,15.12,24.2
"09D07","COSTA","GUAYAS","09H01630","UNIDAD EDUCATIVA MARTIN LUTHER KING",0,0,0,0,28.59,45.74,28.59,45.74,28.59,45.74,28.59,45.74
"09D07","COSTA","GUAYAS","09H01638","UNIDAD EDUCATIVA GUAYASAMIN",0,0,0,0,23.38,37.4,25.44,40.7,26.12,41.8,28.88,46.2
"09D07","COSTA","GUAYAS","09H01639","ESCUELA DE EDUCACIÓN BÁSICA RESENA INTRIAGO DE VERDESOTO",0,0,0,0,0,0,20.94,33.51,20.94,33.51,0,0
"09D07","COSTA","GUAYAS","09H01640","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR JOSÉ MARÍA EGAS MIRANDA",0,0,0,0,0,0,13.11,20.97,0,0,0,0
"09D07","COSTA","GUAYAS","09H01647","MARIETA DE VEINTIMILLA",0,0,0,0,0,0,16.88,27,0,0,0,0
"09D07","COSTA","GUAYAS","09H01648","GENERACION NUEVO MILENIO N 1233",0,0,0,0,15.88,25.41,15.88,25.41,15.88,25.41,0,0
"09D07","COSTA","GUAYAS","09H01651","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR NUMA POMPILIO LLONA",0,0,0,0,12.38,19.8,13.75,22,0,0,0,0
"09D07","COSTA","GUAYAS","09H01683","ESCUELA DE EDUCACIÓN BÁSICA AB JAIME ROLDOS AGUILERA",0,0,0,0,21.67,34.67,21.67,34.67,0,0,0,0
"09D07","COSTA","GUAYAS","09H01732","ESCUELA DE EDUCACIÓN BÁSICA MANUELA GARAYCOA DE CALDERÓN",0,0,0,0,21.66,34.65,21.66,34.65,0,0,0,0
"09D07","COSTA","GUAYAS","09H01785","UNIDAD EDUCATIVA JOHANN HERBART",0,0,0,0,41.1,65.76,47.39,75.82,47.39,75.82,47.39,75.82
"09D07","COSTA","GUAYAS","09H01785","UNIDAD EDUCATIVA JOHANN HERBART (PARA TODOS LOS ESTUDIANTES NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,41.29,66.07,47.59,76.14,47.59,76.14,47.59,76.14
"09D07","COSTA","GUAYAS","09H01791","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR JOSÉ ANTONIO CAMPOS",0,0,0,0,0,0,12.51,20.01,0,0,0,0
"09D07","COSTA","GUAYAS","09H01863","ESCUELA DE EDUCACIÓN BÁSICA GUAYAS Y QUIL",0,0,0,0,20.53,32.84,20.53,32.84,0,0,0,0
"09D07","COSTA","GUAYAS","09H01887","ESCUELA PARTICULAR NUEVO CONTINENTE",0,0,0,0,64.36,102.97,64.36,102.97,64.36,102.97,0,0
"09D07","COSTA","GUAYAS","09H01887","ESCUELA PARTICULAR NUEVO CONTINENTE (PARA TODOS LOS ESTUDIANTES NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,74.13,118.6,74.13,118.6,74.13,118.6,0,0
"09D07","COSTA","GUAYAS","09H02529","ESCUELADE EDUCACON BÁSICA PARTICULAR MI JARDIN MARAVILLOSO",0,0,0,0,15.62,25,15.62,25,0,0,0,0
"09D07","COSTA","GUAYAS","09H02630","DRA GUADALUPE LARRIVA GONZÁLEZ",0,0,0,0,15.09,24.14,15.09,24.14,0,0,0,0
"09D07","COSTA","GUAYAS","09H02721","CORONEL MANUEL DE AZCAZUBI",0,0,0,0,22.16,35.45,23.6,37.76,23.6,37.76,0,0
"09D07","COSTA","GUAYAS","09H02723","UNIDAD EDUCATIVA PARTICULAR VOLUNTAS DEI",0,0,0,0,19.06,30.49,19.06,30.49,19.06,30.49,21.92,35.07
"09D07","COSTA","GUAYAS","09H02726","PASCUALES",0,0,0,0,17.01,27.22,17.01,27.22,0,0,0,0
"09D07","COSTA","GUAYAS","09H02732","BERTHA CAMBA DE PALOMEQUE",0,0,0,0,9.38,15,10.62,17,0,0,0,0
"09D07","COSTA","GUAYAS","09H02738","JOAQUIN GALLEGOS LARA",0,0,0,0,13.49,21.58,15.9,25.43,0,0,0,0
"09D07","COSTA","GUAYAS","09H02741","GASPAR DE VILLARROEL",0,0,0,0,0,0,18.47,29.55,0,0,0,0
"09D07","COSTA","GUAYAS","09H02746","UNIDAD EDUCATIVA PADRES SOMASCOS EL CENACULO",0,0,0,0,43.8,70.08,43.8,70.08,43.8,70.08,43.8,70.08
"09D07","COSTA","GUAYAS","09H02774","ESCUELA DE EDUCACIÓN BÁSICA NO 1039 ARTES Y LETRAS",0,0,0,0,0,0,9.08,14.52,0,0,0,0
"09D07","COSTA","GUAYAS","09H02777","UNIDAD EDUCATIVA ANTARTICA",0,0,0,0,23.64,37.82,26.42,42.27,26.42,42.27,26.42,42.27
"09D07","COSTA","GUAYAS","09H02781","UNIDAD EDUCATIVA PARTICULAR DR MANUEL AGUSTIN AGUIRRE RÍOS",0,0,0,0,0,0,0,0,18.42,29.47,18.42,29.47
"09D07","COSTA","GUAYAS","09H03598","UNIDAD EDUCATIVA PARTICULAR ECUADOR",0,0,0,0,0,0,0,0,31.25,50,31.25,50
"09D07","COSTA","GUAYAS","09H05223","SANTA ROSA",0,0,0,0,23.62,37.8,23.62,37.8,23.62,37.8,0,0
"09D07","COSTA","GUAYAS","09H05542","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ANCON",0,0,0,0,28.12,45,28.12,45,28.12,45,0,0
"09D07","COSTA","GUAYAS","09H05557","ESCUELA DE EDUCACIÓN BÁSICA GABRIEL GARCIA MORENO",0,0,0,0,19.92,31.88,21.5,34.4,0,0,0,0
"09D07","COSTA","GUAYAS","09H05615","ALFREDO BAQUERIZO MORENO",0,0,0,0,12.06,19.29,12.06,19.29,0,0,0,0
"09D07","COSTA","GUAYAS","09H05744","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR THEO CONSTANTE",0,0,0,0,11.65,18.64,11.65,18.64,0,0,0,0
"09D07","COSTA","GUAYAS","09H05769","SAN JERONIMO EMILIANI",0,0,0,0,19.54,31.27,19.54,31.27,0,0,0,0
"09D07","COSTA","GUAYAS","09H05769","SAN JERONIMO EMILIANI (PARA TODOS LOS ESTUDIANTES NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,19.81,31.7,19.81,31.7,0,0,0,0
"09D07","COSTA","GUAYAS","09H05799","JUAN MONTALVO",0,0,0,0,0,0,8.66,13.86,0,0,0,0
"09D07","COSTA","GUAYAS","09H05937","UNIDAD EDUCATIVA PARTICULAR MARGARITA AMESTOY DE SANCHEZ",0,0,0,0,92.1,147.36,96.43,154.29,96.43,154.29,106.06,169.7
"09D07","COSTA","GUAYAS","09H06040","CENTRO DE EDUCACIÓN INICIAL LORIS MALAGUZZI",0,0,19.86,31.77,19.86,31.77,19.86,31.77,0,0,0,0
"09D07","COSTA","GUAYAS","09H06056","LOS ANGELES DE MONTEBELLO",0,0,0,0,0,0,24.06,38.5,0,0,0,0
"09D07","COSTA","GUAYAS","09H06130","UNIDAD EDUCATIVA PARTICULAR SOFOS",0,0,0,0,51.22,81.95,51.22,81.95,51.22,81.95,51.22,81.95
"09D08","COSTA","GUAYAS","09H00763","BELLO HORIZONTE",0,0,0,0,11.56,18.5,11.56,18.5,11.56,18.5,0,0
"09D08","COSTA","GUAYAS","09H00763","BELLO HORIZONTE (PARA TODOS LOS ESTUDIANTES NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,0,0,11.66,18.67,0,0,0,0
"09D08","COSTA","GUAYAS","09H00790","UNIDAD EDUCATIVA PARTICULAR SAGRADA FAMILIA DE NAZARETH",0,0,0,0,0,0,34.28,54.85,34.28,54.85,34.28,54.85
"09D08","COSTA","GUAYAS","09H00795","UNIDAD EDUCATIVA FISCOMISIONAL SAN IGNACIO DE LOYOLA",0,0,0,0,1.64,2.63,1.64,2.63,1.64,2.63,2.62,4.2
"09D08","COSTA","GUAYAS","09H00801","UNIDAD EDUCATIVA PARTICULAR BATALLA DE JAMBELI",0,0,0,0,17.42,27.87,17.42,27.87,17.42,27.87,17.42,27.87
"09D08","COSTA","GUAYAS","09H00868","UNIDAD EDUCATIVA FISCOMISIONAL 13 HNO FRANCISCO GARATE",0,0,0,0,12.5,20,13.12,21,0,0,0,0
"09D08","COSTA","GUAYAS","09H00884","ESCUELA PARTICULAR MIXTA 1074 CORDILLERA DEL SABER",0,0,0,0,11.88,19.01,11.88,19.01,0,0,0,0
"09D08","COSTA","GUAYAS","09H00893","ESCUELA DE EDUCACIÓN GENERAL BÁSICA PARTICULAR REPUBLICA DE IBERIA",0,0,0,0,0,0,9.85,15.76,9.85,15.76,0,0
"09D08","COSTA","GUAYAS","09H00893","ESCUELA DE EDUCACIÓN GENERAL BÁSICA PARTICULAR REPUBLICA DE IBERIA (PARA TODOS LOS ESTUDIANTES NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016- 2017)",0,0,0,0,0,0,9.97,15.95,9.97,15.95,0,0
"09D08","COSTA","GUAYAS","09H00899","OSWALDO GUAYASAMIN",0,0,0,0,0,0,0,0,0,0,0,0
"09D08","COSTA","GUAYAS","09H00941","UNIDAD EDUCATIVA PARTICULAR CYBER SCHOOL",0,0,0,0,31.65,50.64,31.65,50.64,31.65,50.64,37.98,60.76
"09D08","COSTA","GUAYAS","09H00951","ESCUELA DE EDUCACIÓN BÁSICA ESPERANZAS DEL FUTURO",0,0,0,0,0,0,11.43,18.29,0,0,0,0
"09D08","COSTA","GUAYAS","09H00961","ESCUELA DE EDUCACIÓN BÁSICA TENIENTE CORONEL COSME RENELLA BARBATO",0,0,0,0,17.32,27.72,17.32,27.72,0,0,0,0
"09D08","COSTA","GUAYAS","09H00983","PERLA DEL FORTIN",0,0,0,0,12.38,19.8,12.38,19.8,0,0,0,0
"09D08","COSTA","GUAYAS","09H00995","UNIDAD EDUCATIVA REY JESÚS",0,0,0,0,18.7,29.92,18.7,29.92,18.7,29.92,20.55,32.88
"09D08","COSTA","GUAYAS","09H01006","ESCUELA DE EDUCACIÓN BÁSICA LEV VYGOTSKI",0,0,0,0,20.23,32.37,20.23,32.37,20.23,32.37,0,0
"09D08","COSTA","GUAYAS","09H01018","ESCUELA DE EDUCACIÓN BÁSICA RAFAEL MARÍA ARIZAGA",0,0,0,0,35.18,56.29,35.18,56.29,0,0,0,0
"09D08","COSTA","GUAYAS","09H01021","QUINCE DE NOVIEMBRE DE 1922",0,0,0,0,0,0,42.99,68.79,42.99,68.79,0,0
"09D08","COSTA","GUAYAS","09H01025","ESCUELA DE EDUCACIÓN BÁSICA MIGUEL DE CERVANTES SAAVEDRA",0,0,0,0,13.06,20.89,13.06,20.89,13.06,20.89,0,0
"09D08","COSTA","GUAYAS","09H01025","ESCUELA DE EDUCACIÓN BÁSICA MIGUEL DE CERVANTES SAAVEDRA (PARA TODOS LOS ESTUDIANTES NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,13.08,20.93,13.08,20.93,13.08,20.93,0,0
"09D08","COSTA","GUAYAS","09H01035","GUAYAS Y QUIL",0,0,0,0,11.81,18.89,11.81,18.89,0,0,0,0
"09D08","COSTA","GUAYAS","09H01061","MIGUEL MAGONE",0,0,0,0,16.22,25.96,16.22,25.96,16.22,25.96,0,0
"09D08","COSTA","GUAYAS","09H01072","ESCUELA DE EDUCACIÓN BÁSICA CIENCIA Y PROGRESO",0,0,0,0,0,0,11.23,17.96,0,0,0,0
"09D08","COSTA","GUAYAS","09H01159","MATILDE HIDALGO DE PROCEL",0,0,0,0,0,0,8.55,13.68,0,0,0,0
"09D08","COSTA","GUAYAS","09H01187","ESCUELA DE EDUCACIÓN BÁSICA PARATICULAR HORIZONTE DEL FORTIN",0,0,0,0,15.88,25.41,15.88,25.41,0,0,0,0
"09D08","COSTA","GUAYAS","09H01224","INDEPENDENCIA ECUATORIANA",0,0,0,0,26.3,42.09,26.3,42.09,26.3,42.09,0,0
"09D08","COSTA","GUAYAS","09H01260","PÍO JARAMILLO ALVARADO",0,0,0,0,15.26,24.41,15.26,24.41,0,0,0,0
"09D08","COSTA","GUAYAS","09H01261","SEÑOR DE LA DIVINA ESPERANZA",0,0,0,0,0,0,15.95,25.52,0,0,0,0
"09D08","COSTA","GUAYAS","09H01278","ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR PASTORES DE FATIMA",0,0,0,0,10.31,16.5,10.31,16.5,0,0,0,0
"09D08","COSTA","GUAYAS","09H01296","ESCUELA PARTICULAR MARÍA DE NAZARETH",0,0,0,0,0,0,12.64,20.23,12.64,20.23,0,0
"09D08","COSTA","GUAYAS","09H01335","CAMINO AL BELLO AMANECER",0,0,0,0,12.96,20.74,12.96,20.74,12.96,20.74,0,0
